identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode
5939233199054389608,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
-8.08914E+18,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,701,3198,106.6,8.88,fr
8871903438844291160,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-4.40036E+18,user,Chine,en,5,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,702,3198,106.6,8.88,cn
4268350672151543821,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
-8.12089E+18,user,Autriche,en,5,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,at
490612802072452220,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
-6.07316E+18,user,France,fr,5,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
3623281317299740768,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-3.83678E+18,user,Allemagne,de,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,de
-4.15794E+18,user,Royaume-Uni,en,5,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,gb
2642569138506070263,user,Finlande,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fi
400042960404037683,user,Allemagne,en,5,8,0,0,0,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,702,3198,106.6,8.88,de
1872208825877516310,user,Etats-Unis,en,5,8,5,0,0,0,5,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,37,3198,106.6,8.88,us
-5.04175E+18,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,673,3198,106.6,8.88,us
-2.12019E+18,user,Taiwan,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,tw
6209040278553935353,user,Royaume-Uni,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,672,3198,106.6,8.88,gb
-7.06023E+18,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
892161131634426458,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
1553694430033676918,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
1578913625661776333,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-3.50408E+18,user,Royaume-Uni,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,gb
5660113156437343008,user,Hong Kong,en,5,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,701,3198,106.6,8.88,hk
5691202430300613986,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-6.92776E+18,user,Etats-Unis,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-7.71532E+17,user,Royaume-Uni,en,5,8,1,0,0,0,0,0,F,2,mrs,TRUE,TRUE,FALSE,TRUE,702,3198,106.6,8.88,gb
2405413667665320662,user,Belgique,fr,5,8,0,0,0,0,0,3,M,1,mr,FALSE,FALSE,FALSE,TRUE,71,3198,106.6,8.88,be
8982637172496174839,user,Etats-Unis,en,5,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-8.54034E+18,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
6607925555127567528,user,Finlande,en,5,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,151,3198,106.6,8.88,fi
-3.3181E+18,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-5.46673E+18,user,Chine,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,cn
8640630164291064538,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
4562813531188680294,user,?les Vierges britanniques,en,5,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,674,3198,106.6,8.88,vg
-3.1981E+18,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
8708140734149357093,user,Gr?ce,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,gr
492894904886032857,user,France,fr,5,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
6943161456595040691,user,Espagne,es,5,8,0,0,0,0,7,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,28,3198,106.6,8.88,es
-3.68733E+18,user,France,fr,5,8,4,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,35,3198,106.6,8.88,fr
1317552429141629340,user,Royaume-Uni,en,5,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,gb
-6.283E+18,user,Allemagne,de,5,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,681,3198,106.6,8.88,de
-6.704E+18,user,Royaume-Uni,en,5,8,0,0,0,0,0,0,F,3,miss,FALSE,FALSE,FALSE,TRUE,662,3198,106.6,8.88,gb
621622958121601527,user,France,fr,5,8,5,0,0,0,0,1,M,1,mr,TRUE,TRUE,FALSE,TRUE,658,3198,106.6,8.88,fr
-3.07417E+18,user,France,fr,5,10,0,0,0,0,0,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,641,3198,106.6,8.88,fr
995480984754451289,user,Allemagne,de,5,9,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,205,3198,106.6,8.88,de
1914382579896689679,user,Allemagne,en,5,10,4,2,0,0,4,0,M,1,mr,TRUE,TRUE,FALSE,TRUE,45,3198,106.6,8.88,de
-9.15525E+18,user,Royaume-Uni,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,gb
-5.33446E+18,user,France,fr,5,8,0,0,0,0,0,0,M,1,mr,TRUE,TRUE,FALSE,TRUE,702,3198,106.6,8.88,fr
4967262549485206272,user,Danemark,en,5,8,30,0,0,0,2,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,12,3198,106.6,8.88,dk
2803000755734927092,user,Espagne,es,5,8,0,0,0,0,0,0,M,1,mr,TRUE,TRUE,FALSE,TRUE,699,3198,106.6,8.88,es
2716191438631699955,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,TRUE,TRUE,FALSE,TRUE,702,3198,106.6,8.88,fr
4798712044480422976,user,Lettonie,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,lv
-1.64846E+18,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,637,3198,106.6,8.88,us
5577190764903932504,user,Su?de,en,5,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,691,3198,106.6,8.88,se
-8.30396E+18,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,681,3198,106.6,8.88,fr
-6.34242E+18,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,698,3198,106.6,8.88,us
4026723479706438047,user,Etats-Unis,en,5,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
1297301456222027472,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-7.96149E+17,user,Irlande,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,ie
-6.20615E+18,user,Allemagne,en,5,9,1,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,75,3198,106.6,8.88,de
-9.94834E+17,user,France,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
7027307052255375698,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
3935539670762644248,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,641,3198,106.6,8.88,fr
-8.80388E+18,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
8832341055258512521,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,460,3198,106.6,8.88,us
-7.23804E+18,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
-1.05806E+18,user,Royaume-Uni,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,gb
-2.22538E+18,user,Belgique,en,5,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,628,3198,106.6,8.88,be
683474549619586517,user,Royaume-Uni,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,gb
-6.83092E+18,user,France,fr,5,9,1,0,0,0,1,4,M,1,mr,TRUE,FALSE,TRUE,TRUE,12,3198,106.6,8.88,fr
-1.42873E+18,user,France,fr,5,8,0,0,0,0,0,1,F,2,mrs,TRUE,TRUE,FALSE,TRUE,672,3198,106.6,8.88,fr
-5.48196E+18,user,Royaume-Uni,en,5,8,1,0,0,0,0,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,283,3198,106.6,8.88,gb
-2.05365E+18,user,Su?de,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,se
-4.55041E+18,user,France,fr,5,8,1,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,297,3198,106.6,8.88,fr
-4.15476E+18,user,Espagne,es,5,8,2,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,435,3198,106.6,8.88,es
-4.29843E+18,user,Italie,it,5,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,677,3198,106.6,8.88,it
-8.15505E+18,user,Tunisie,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,90,3198,106.6,8.88,tn
-8.43702E+18,user,Finlande,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fi
-5.61146E+18,user,Espagne,es,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,es
8499815896221918552,user,Danemark,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,341,3198,106.6,8.88,dk
-6.13012E+17,user,France,fr,5,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
4095316679896128193,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
-5.7341E+18,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
6013731116697333277,user,Suisse,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,ch
8718627700907875686,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-2.07189E+18,user,Espagne,es,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,es
4829202255321450877,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
5405472128401246704,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,692,3198,106.6,8.88,fr
5955711532833349015,user,France,fr,5,8,1,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
20346509776367335,user,Etats-Unis,en,5,8,4,0,0,0,1,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,251,3198,106.6,8.88,us
-6.10314E+18,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
574459819034621139,user,Royaume-Uni,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,gb
6838278161433586491,user,Su?de,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,se
-4.71368E+18,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-1.16663E+18,user,Canada,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,454,3198,106.6,8.88,ca
5472559783998392802,user,France,fr,5,8,8,0,0,0,3,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,142,3198,106.6,8.88,fr
2003505509303849973,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,649,3198,106.6,8.88,us
-1.18476E+18,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
-5.30768E+18,user,France,fr,5,8,4,0,0,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,611,3198,106.6,8.88,fr
-8.97908E+18,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
5213860907377856580,user,France,fr,5,8,0,1,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,FALSE,700,3198,106.6,8.88,fr
-2.9546E+18,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,702,3198,106.6,8.88,fr
7426283732719456000,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,645,3198,106.6,8.88,fr
3201382481812727072,user,Norv?ge,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,338,3198,106.6,8.88,no
7739107901813490067,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,448,3198,106.6,8.88,fr
8915854789037939518,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,701,3198,106.6,8.88,us
4256560258693431963,user,Espagne,es,5,8,0,0,0,0,0,0,F,2,mrs,TRUE,TRUE,FALSE,TRUE,650,3198,106.6,8.88,es
-8.96316E+18,user,Royaume-Uni,en,5,8,0,0,0,0,0,0,F,3,miss,FALSE,FALSE,FALSE,TRUE,20,3198,106.6,8.88,gb
3319528277591353602,user,Royaume-Uni,en,5,8,0,0,0,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,665,3198,106.6,8.88,gb
7780878909000418398,user,Canada,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,ca
-4.87858E+18,user,Allemagne,de,5,8,90,0,0,0,2,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,11,3198,106.6,8.88,de
-1.46073E+18,user,Belgique,fr,5,8,3,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,527,3198,106.6,8.88,be
-3.07023E+18,user,Etats-Unis,en,5,8,0,0,0,0,2,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,155,3198,106.6,8.88,us
-1.01084E+18,user,Espagne,es,5,8,28,0,0,0,0,0,M,1,mr,TRUE,TRUE,FALSE,TRUE,562,3198,106.6,8.88,es
1664443753106917237,user,Espagne,es,5,9,2,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,698,3198,106.6,8.88,es
382710506732687055,user,Ukraine,en,5,8,1,0,0,0,1,0,F,2,mrs,FALSE,FALSE,FALSE,FALSE,702,3198,106.6,8.88,ua
8910371653432904773,user,Etats-Unis,en,5,8,10,0,0,0,31,3,F,2,mrs,FALSE,FALSE,FALSE,TRUE,39,3198,106.6,8.88,us
-6.51986E+18,user,Allemagne,de,5,8,556,0,0,0,15,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,12,3198,106.6,8.88,de
7374302354174441253,user,Royaume-Uni,en,5,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,328,3198,106.6,8.88,gb
7314537432422960919,user,Etats-Unis,en,5,9,5,0,0,0,6,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,397,3198,106.6,8.88,us
3661906850104922623,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
2007389866529568566,user,France,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
8392333135037993816,user,France,fr,5,8,13,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,16,3198,106.6,8.88,fr
-6.23799E+18,user,Royaume-Uni,en,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,gb
-5.70733E+18,user,Belgique,fr,5,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,be
-4.87784E+17,user,France,fr,5,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
-2.24707E+18,user,Etats-Unis,en,5,8,0,0,0,0,4,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,640,3198,106.6,8.88,us
14392795750375588,user,Etats-Unis,en,5,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,460,3198,106.6,8.88,us
960489101724416369,user,France,fr,5,8,16,0,0,0,0,22,M,1,mr,TRUE,FALSE,TRUE,FALSE,13,3198,106.6,8.88,fr
5119077523831994764,user,France,fr,5,8,0,0,0,0,1,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
-4.04899E+18,user,Etats-Unis,en,5,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-9.1233E+18,user,Allemagne,de,5,8,1,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,691,3198,106.6,8.88,de
853192410303269019,user,France,fr,5,8,23,0,0,0,2,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,12,3198,106.6,8.88,fr
8888843557892349087,user,Danemark,en,5,8,27,0,0,0,66,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,22,3198,106.6,8.88,dk
-2.59941E+18,user,Espagne,es,5,9,2,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,es
968484363168784843,user,Su?de,en,5,8,71,0,0,0,140,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,230,3197,106.57,8.88,se
-2.48279E+18,user,Estonie,en,5,9,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,218,3197,106.57,8.88,ee
-5.4018E+18,user,France,en,5,8,2,1,0,0,2,0,F,3,miss,FALSE,FALSE,FALSE,TRUE,415,3197,106.57,8.88,fr
-6.73031E+18,user,Royaume-Uni,en,5,8,45,0,0,0,1,1,M,1,mr,TRUE,FALSE,TRUE,FALSE,477,3197,106.57,8.88,gb
-1.95961E+18,user,Etats-Unis,en,5,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,701,3197,106.57,8.88,us
3993755255459835454,user,Etats-Unis,en,5,8,30,1,0,0,0,0,F,3,miss,FALSE,FALSE,FALSE,TRUE,14,3197,106.57,8.88,us
4950957972154785259,user,Etats-Unis,en,5,8,25,0,0,0,0,0,M,1,mr,TRUE,FALSE,TRUE,FALSE,471,3197,106.57,8.88,us
1887636177878245896,user,Royaume-Uni,en,5,8,754,0,0,0,279,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,137,3197,106.57,8.88,gb
-5.08647E+18,user,Allemagne,de,5,8,3,0,0,0,4,1,F,2,mrs,FALSE,FALSE,FALSE,FALSE,333,3197,106.57,8.88,de
-3.92797E+18,user,Allemagne,de,5,10,67,0,0,0,37,2,F,2,mrs,TRUE,FALSE,TRUE,FALSE,102,3197,106.57,8.88,de
7269449872732324533,user,Canada,en,5,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,699,3197,106.57,8.88,ca
1674047113399405101,user,Etats-Unis,en,5,8,11,0,0,0,0,3,M,1,mr,FALSE,FALSE,FALSE,TRUE,209,3197,106.57,8.88,us
-1.49445E+17,user,Royaume-Uni,en,5,8,14,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,627,3197,106.57,8.88,gb
1737634460075227356,user,Etats-Unis,en,5,8,1,0,0,0,0,3,F,2,mrs,TRUE,FALSE,TRUE,TRUE,130,3197,106.57,8.88,us
3281692575909313344,user,Etats-Unis,en,5,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,701,3197,106.57,8.88,us
-9.07371E+18,user,Etats-Unis,en,5,8,0,0,0,0,1,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,25,3197,106.57,8.88,us
-7.94499E+18,user,Canada,en,5,8,3,0,0,0,13,0,F,3,miss,TRUE,TRUE,FALSE,FALSE,583,3197,106.57,8.88,ca
2884982279274866322,user,Etats-Unis,en,5,8,20,0,0,0,2,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,14,3197,106.57,8.88,us
6060613814622379253,user,Allemagne,en,5,8,0,1,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,531,3197,106.57,8.88,de
-4.07287E+17,user,Royaume-Uni,en,5,8,7,0,0,0,2,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,576,3197,106.57,8.88,gb
-8.85479E+18,user,Finlande,en,5,8,1,0,0,0,1,0,M,1,mr,TRUE,FALSE,TRUE,FALSE,448,3197,106.57,8.88,fi
3842840540969968837,user,Espagne,es,5,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,701,3197,106.57,8.88,es
115510446131982547,user,Etats-Unis,en,5,8,1,0,0,0,1,0,F,2,mrs,TRUE,TRUE,FALSE,FALSE,701,3197,106.57,8.88,us
-7.81879E+18,user,France,fr,5,8,0,1,0,0,1,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,30,3197,106.57,8.88,fr
-4.12009E+18,user,Allemagne,de,5,8,1,0,0,0,0,1,M,1,mr,TRUE,TRUE,FALSE,TRUE,690,3197,106.57,8.88,de
-5.55327E+18,user,Espagne,es,5,8,0,0,0,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,FALSE,699,3197,106.57,8.88,es
2358265803841208541,user,France,fr,5,9,5,0,0,0,10,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,354,3197,106.57,8.88,fr
2188742267777321964,user,Allemagne,de,5,8,0,0,0,0,4,6,F,2,mrs,FALSE,FALSE,FALSE,TRUE,31,3197,106.57,8.88,de
3619559248230290389,user,Royaume-Uni,en,5,9,13,0,0,0,1,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,16,3197,106.57,8.88,gb
-7.90725E+18,user,France,en,5,9,2,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,701,3197,106.57,8.88,fr
5926516230464544111,user,Allemagne,de,5,8,18,0,0,0,1,1,F,2,mrs,TRUE,FALSE,TRUE,FALSE,45,3197,106.57,8.88,de
4469290956342398101,user,Allemagne,de,5,8,206,0,0,0,81,12,F,2,mrs,TRUE,FALSE,TRUE,TRUE,32,3197,106.57,8.88,de
3344343225459173482,user,Italie,it,5,8,9,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,FALSE,700,3197,106.57,8.88,it
4271944019683825467,user,France,fr,5,8,1,2,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,29,3197,106.57,8.88,fr
5048274547831468893,user,Royaume-Uni,en,5,8,6,0,0,0,0,5,M,1,mr,TRUE,FALSE,TRUE,TRUE,293,3197,106.57,8.88,gb
-8.96296E+18,user,Royaume-Uni,en,5,8,2,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,524,3197,106.57,8.88,gb
3194784684898670764,user,Etats-Unis,en,5,9,126,0,0,0,43,0,F,3,miss,TRUE,FALSE,TRUE,TRUE,303,3197,106.57,8.88,us
1810943068040403369,user,Hong Kong,en,5,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,701,3197,106.57,8.88,hk
-4.36444E+18,user,Japon,en,5,9,47,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,168,3197,106.57,8.88,jp
-3.04649E+18,user,Italie,it,5,8,69,0,0,0,5,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,17,3197,106.57,8.88,it
-2.48965E+18,user,France,fr,5,8,0,1,0,0,0,0,F,3,miss,FALSE,FALSE,FALSE,TRUE,552,3197,106.57,8.88,fr
7112752996737426728,user,France,fr,5,9,1,0,0,0,1,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,701,3197,106.57,8.88,fr
-8.45875E+18,user,Danemark,en,5,8,2,0,0,0,0,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,273,3197,106.57,8.88,dk
